pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,sy_dist,ra,dec,discoverymethod,disc_year
Kepler-889 b,1.09,1.32,3.744439,1328.0,954.588,5961.0,1.25,1.14,598.313,291.467454,50.7595597,Transit,2016
Kepler-1905 b,1.4460734,2.69,3.42392993,1212.0,508.75,5788.0,1.015,1.038,1051.53,292.5733475,46.3668273,Transit,2021
HD 39855 b,2.85,8.5,3.2498,,,5576.0,0.744665,0.87,23.2599,88.6260731,-19.7044472,Radial Velocity,2019
Kepler-198 c,2.47,6.66,49.567416,465.0,11.354,5574.0,0.94,0.995,495.358,290.6731326,38.6910045,Transit,2014
Barnard b,0.72,0.299,3.1542,438.0,6.76,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808,Radial Velocity,2024
GJ 3082 b,2.79,8.2,11.949,,,3910.0,0.465216,0.47,16.6186,18.6432425,-53.9407751,Radial Velocity,2020
GJ 896 A b,13.3,718.29219982,284.39,,,3345.0,0.394682,0.43599,6.26022,352.9700384,19.9370011,Astrometry,2022
Kepler-1792 b,2.51990972,6.89,4.1957798,1047.0,283.78,5229.0,1.005,0.878,601.029,294.8400788,39.0859757,Transit,2021
TOI-201 b,11.82547464,184.34047606,52.977946,759.0,30.2653,6394.0,1.339,1.316,113.825,87.4017825,-54.910423,Transit,2021
NGTS-5 b,12.733424,72.78307,3.3569866,952.0,101.253,4987.0,0.739,0.661,306.779,221.0582692,5.6053735,Transit,2019
Kepler-127 d,2.64,7.46,48.630408,590.0,31.519,6106.0,1.359,1.248,352.794,285.1899439,46.0280596,Transit,2014
Kepler-83 b,2.83,2.94,9.77,460.0,15.412,4082.0,0.61,0.66,400.409,282.2325197,43.6655662,Transit,2012
Kepler-2000 b,2.73,7.9,6.383159135,530.0,18.73,3757.0,0.576,0.581,320.588,285.5743032,49.9621218,Transit,2023
KMT-2017-BLG-0673L b,13.0,1166.43025369,,,,,,0.63,5080.0,264.7570417,-33.8080278,Microlensing,2022
K2-133 c,1.603,3.2,4.86784,,,3655.0,0.455,0.461,75.1703,70.1493775,25.0098135,Transit,2017
Kepler-275 c,3.38,11.4,16.088134,875.0,146.5,6165.0,1.383,1.189,2034.25,292.4797004,38.5149018,Transit,2014
K2-158 c,1.28,2.18,5.90279,948.0,,5503.0,0.95,0.92,197.299,179.9397081,-5.7216879,Transit,2018
Kepler-1594 b,1.06,1.2,2.71603809,1360.0,672.414,5946.0,1.08,1.06,976.868,293.6230451,47.9619127,Transit,2016
Kepler-1379 b,1.3,2.24,0.881841146,1564.0,1600.049,5188.0,0.79,0.83,971.325,293.6704404,41.4102105,Transit,2016
Kepler-1718 b,2.5685207,7.12,135.1880035,345.0,3.7,5731.0,0.906,0.846,375.522,292.2349191,42.9094618,Transit,2021
Kepler-153 b,2.92,8.85,18.870227,621.0,21.609,5404.0,0.892,0.756,459.368,282.460502,48.2570293,Transit,2014
Kepler-122 b,2.34,6.08,5.766193,1159.0,448.102,6050.0,1.216,0.982,1027.45,291.1118647,39.9490248,Transit,2014
Kepler-359 c,4.3,2.9,57.68802,512.0,8.1,6248.0,1.086,0.827,1443.21,293.2936129,42.1963497,Transit,2014
Kepler-235 c,1.28,2.18,7.824904,555.0,14.2,4255.0,0.554,0.581,428.018,286.0790779,39.278237,Transit,2014
K2-354 b,1.56,3.05,3.793306,543.0,,3669.0,0.41,0.43,91.722,129.1299193,10.1472175,Transit,2021
WASP-138 b,12.21781,387.7526,3.634433,1590.0,1133.73,6272.0,1.36,1.22,414.234,41.6391598,-0.4641252,Transit,2016
Kepler-1129 b,2.96,9.06,24.3397804,737.0,32.265,5831.0,1.0,1.0,1183.88,291.6044965,41.3093275,Transit,2016
K2-71 b,2.15,5.27,6.98541,,13.4,4006.0,0.426,0.477,153.192,341.7248656,-9.8816109,Transit,2016
Kepler-1049 b,0.95,0.809,3.273460736,625.0,50.427,3864.0,0.49,0.51,162.006,287.3469567,47.7729078,Transit,2016
TOI-6695 c,13.6,460.85119015,242.4,415.0,,6400.0,1.517,1.338,282.536,129.5720221,-23.550217,Radial Velocity,2025
HD 192310 b,4.27,16.9,74.72,355.0,,5166.0,0.857922,0.8,8.79687,303.8284712,-27.0337556,Radial Velocity,2011
K2-166 b,2.19,5.43,8.52695,1140.0,,5960.0,1.61,1.16,476.882,185.1880932,2.2823788,Transit,2018
Kepler-1612 b,1.03,1.08,3.91795101,1030.0,269.248,5643.0,0.94,0.96,764.726,291.2503022,45.6550536,Transit,2016
Kepler-1054 b,2.63,7.41,4.30655689,1177.0,760.524,6209.0,1.34,1.22,1090.51,290.6011085,44.5563604,Transit,2016
Kepler-157 c,2.24,5.65,13.5405,779.0,101.754,5774.0,1.044,0.95,773.713,291.0972257,38.8756049,Transit,2014
Kepler-256 d,2.48,6.71,5.839172,1097.0,221.1,5551.0,1.301,1.037,1026.43,292.58042,46.0973588,Transit,2014
K2-251 b,2.35,6.12,9.30075,437.0,,3717.0,0.49,0.52,147.03,190.6892403,-8.5359826,Transit,2018
TIC 279401253 c,12.6,2548.98382414,155.3,,,5951.0,1.06,1.13,285.584,57.6572277,-15.0262251,Transit,2023
Kepler-1263 b,1.14,1.55,4.55139967,907.0,144.813,5213.0,0.8,0.84,664.83,286.483626,46.7526182,Transit,2016
HD 155193 b,14.0,238.37130525,352.65,,,6239.0,1.76439,1.221,57.7995,257.4208876,10.0381003,Radial Velocity,2021
HIP 67522 c,7.93595834,48.3,14.334892,917.0,,5675.0,1.38,1.22,127.28,207.526001,-40.8358961,Transit,2024
Kepler-555 b,2.83,8.4,16.21775407,664.0,129.374,5894.0,1.04,1.03,973.121,285.516872,38.9324587,Transit,2016
Kepler-302 c,12.45,,127.282184,392.0,4.585,5740.0,1.22,1.021,1402.58,294.3169307,43.6292436,Transit,2014
Kepler-354 d,1.24,2.07,24.209842,451.0,8.949,4648.0,0.674,0.652,554.064,285.7515347,41.3356739,Transit,2014
Kepler-1342 b,1.66,3.39,2.215710358,1283.0,559.275,5527.0,0.9,0.93,890.724,297.0200549,43.4325382,Transit,2016
HD 18015 b,13.1,1048.8337431,2278.0,,,5603.0,3.13,1.49,123.801,43.3636339,-8.8480392,Radial Velocity,2018
Kepler-297 c,6.54,42.1,74.920137,409.0,6.86,5619.0,0.915,0.927,692.14,283.2091605,48.7776156,Transit,2014
Kepler-164 d,2.45,6.57,28.986769,637.0,35.89,5888.0,1.148,1.036,890.758,287.7808115,47.6298453,Transit,2014
tau Cet h,1.19,1.83,49.41,,,5310.0,0.83,0.783,3.60304,26.0093029,-15.9337987,Radial Velocity,2017
Kepler-201 b,2.46,6.62,25.672083,683.0,64.549,6065.0,1.229,1.098,636.445,293.626059,41.2728004,Transit,2014
OGLE-2013-BLG-1761L b,13.2,860.0,,,,,,0.33,6900.0,268.409485,-28.8952713,Microlensing,2018
EPIC 212737443 c,2.69,7.7,65.55,316.0,,4684.0,0.673,0.69,336.25,204.2215065,-7.3180577,Transit,2019
Kepler-178 d,3.95,14.8,96.678988,392.0,3.874,5676.0,1.066,0.852,716.025,287.1010275,46.8964033,Transit,2014
Kepler-199 c,3.25,10.6,67.093408,420.0,7.885,5644.0,0.967,0.96,521.054,295.5594278,40.236249,Transit,2014
Kepler-990 c,1.53,2.96,0.538354308,2386.0,5272.4,5948.0,1.08,1.05,802.163,297.9381813,46.8813194,Transit,2016
Kepler-272 d,2.25,5.69,10.937304,777.0,141.135,5297.0,0.929,0.91,889.608,299.1275257,47.5938319,Transit,2014
Kepler-814 b,2.12,5.14,6.1469851,1164.0,935.124,6162.0,1.22,1.15,2055.77,284.9105256,48.4315896,Transit,2016
Kepler-1802 c,2.322,6.0,33.13610077,357.0,3.86,4245.0,0.637,0.649,636.694,300.2420869,44.1412854,Transit,2021
Kepler-1175 b,2.99,9.22,37.94563,515.0,12.938,5453.0,0.86,0.9,1121.89,289.1426847,46.8129656,Transit,2016
Kepler-898 b,1.49,2.83,5.8706191,616.0,37.11,4223.0,0.62,0.65,484.891,286.5854116,46.8708877,Transit,2016
K2-95 b,3.31,11.0,10.1346454,474.0,,3566.0,0.4,0.41,179.854,129.3625717,18.9766197,Transit,2016
Kepler-53 d,2.12,37.1907,9.751962,870.0,144.852,6085.0,0.958,0.966,1366.07,290.4617926,40.5624966,Transit,2014
Kepler-409 b,1.199,6.0,68.9583216,438.0,6.15,5421.0,0.897,0.913,68.173,293.6792058,46.8527337,Transit,2014
Kepler-913 c,3.8580709,14.2,5.939119816,1357.0,122.82,6068.0,1.797,1.294,991.618,297.5830564,41.9523531,Transit,2021
Kepler-884 b,1.23,2.04,5.69919514,964.0,139.5,5715.0,0.94,1.0,476.733,292.5844328,49.9232012,Transit,2016
HATS-48 A b,8.9672,77.23269,3.1316666,954.6,137.6,4546.0,0.7152,0.7279,263.609,288.6720048,-59.5793505,Transit,2020
HAT-P-44 b,13.922,111.871,4.301219,1108.0,185.119,5295.0,0.949,0.942,347.85,213.1438604,47.0147826,Transit,2014
TOI-1634 c,,,103.0,,,3472.0,0.45,0.451,35.2736,56.3906096,37.1122803,Radial Velocity,2022
HATS-42 b,15.6926,597.5204,2.292102,1856.0,1637.2058,6060.0,1.48,1.273,800.377,108.4523991,-33.4373462,Transit,2018
Kepler-238 c,2.39,152.522,6.155557,1146.0,592.298,5751.0,1.43,1.229,1798.75,287.8971066,40.6378141,Transit,2014
Kepler-238 b,1.73,3305.02,2.090876,1642.0,2500.588,5751.0,1.43,1.229,1798.75,287.8971066,40.6378141,Transit,2014
KELT-7 b,17.9344,441.7837,2.73477,2048.0,1775.39,6768.0,1.81,1.76,136.681,78.2955912,33.3179532,Transit,2015
HD 3167 b,1.67,4.97,0.959641,1774.0,1650.0,5261.0,0.88,0.837,47.2899,8.7401487,4.3807215,Transit,2016
HD 3167 c,3.0,11.13,29.8454,564.0,16.9,5261.0,0.88,0.837,47.2899,8.7401487,4.3807215,Transit,2016
WASP-127 b,14.694999,52.346601,4.17806203,1400.0,703.971,5620.0,1.333,0.95,159.507,160.5587646,-3.8349989,Transit,2016
HD 3167 d,1.92,4.33,8.4112,859.5,88.9,5261.0,0.88,0.837,47.2899,8.7401487,4.3807215,Radial Velocity,2017
HD 3167 e,2.83,8.41,96.63,374.8,,5261.0,0.88,0.837,47.2899,8.7401487,4.3807215,Radial Velocity,2022
51 Peg b,14.3,146.2018,4.230785,,,5758.0,1.17561,1.03,15.4614,344.3675399,20.7690958,Radial Velocity,1995
K2-3 c,1.582,2.68,24.646729,371.8,3.17,3844.0,0.546,0.549,44.0727,172.3353708,-1.4551364,Transit,2015
Kepler-1089 b,1.83,4.01,5.132485618,584.0,26.266,3753.0,0.49,0.52,259.328,291.0926509,49.1901729,Transit,2016
Kepler-1907 b,0.86973029,0.589,5.652450085,856.0,75.0,5159.0,0.8,0.752,292.111,280.7085829,47.3279236,Transit,2021
TOI-260 b,1.71,4.23,13.475853,493.0,10.1838,4026.0,0.607,0.616,20.1852,4.7730178,-9.9661505,Transit,2024
Kepler-1920 b,2.95415848,9.03,30.2541008,660.0,44.87,6277.0,1.161,1.239,885.913,291.0620355,38.8632881,Transit,2021
TOI-559 b,12.22899794,1910.14872607,6.9839095,1180.0,404.915,5925.0,1.233,1.026,233.266,46.8186159,-31.1629951,Transit,2021
HD 30669 b,14.3,149.37,1684.0,,,5400.0,0.91,0.92,58.0844,72.1198522,-28.4190757,Radial Velocity,2014
TOI-1174 b,2.562,32.0,8.953487683,713.83,52.02,5030.0,0.76,0.85,94.6375,209.2171751,68.6182106,Transit,2024
WASP-66 b,15.6926,746.9005,4.08605,1569.7,1434.7739,6600.0,1.76,1.33,500.258,158.2250301,-34.9899074,Transit,2012
Kepler-275 b,2.34,6.08,10.300682,1015.0,266.3,6165.0,1.383,1.189,2034.25,292.4797004,38.5149018,Transit,2014
Kepler-9 b,8.29,43.4,19.23891,661.0,48.229,5774.0,0.958,1.022,628.257,285.5739904,38.4008192,Transit,2010
AB Pic b,12.3,4290.5,,,,5285.0,0.999394,0.9,50.0475,94.8039208,-58.0541184,Imaging,2005
HIP 65426 b,16.8135,2860.47,,1500.0,,8840.0,1.77,1.96,108.875,201.1501727,-51.5045384,Imaging,2017
K2-45 b,6.71,36.4,1.7292684,1073.56,100.0,4103.0,0.445,0.503,495.317,169.6327547,-1.7740582,Transit,2016
OGLE-2012-BLG-0406L b,13.2,868.0,,,,,,0.44,4970.0,268.325708,-30.4711667,Microlensing,2013
HD 96700 b,2.93,8.9,8.1245,,,5845.0,1.16,0.89,25.4111,166.9742616,-30.1751383,Radial Velocity,2021
POTS-1 b,10.548,734.16,3.1606296,,,4400.0,0.588,0.695,747.959,203.6087259,-66.5811639,Transit,2013
WASP-186 b,12.44199,1341.2426,5.026799,1378.4,853.1355,6361.0,1.47,1.22,278.514,18.9953122,21.6169065,Transit,2020
WASP-173 A b,13.4508,1172.7927,1.38665318,1880.0,1920.0,5800.0,1.11,1.05,232.98,354.1686959,-34.6113042,Transit,2018
Kepler-2000 c,1.57,3.09,20.6180348,359.0,3.92,3757.0,0.576,0.581,320.588,285.5743032,49.9621218,Transit,2023
Kepler-279 b,3.62,4180.93,12.309681,1104.0,249.021,6363.0,1.746,1.2,1037.4,287.391295,42.194822,Transit,2014
75 Cet c,13.9,289.85950718,2051.62,,,4809.0,10.38,1.92,82.9613,38.0391598,-1.0350269,Radial Velocity,2023
Kepler-1966 b,1.10479327,1.39,8.617429733,733.0,68.28,5009.0,0.84,0.797,484.601,292.4637788,41.2990438,Transit,2021
Kepler-113 c,2.18,8.7,8.92507,628.0,45.596,4725.0,0.69,0.75,262.351,287.9978721,50.9441847,Transit,2014
EPIC 229004835 b,2.332,10.4,16.141132,804.0,69.7,5868.0,0.999,0.97,121.971,186.4860415,-1.4047214,Transit,2023
K2-214 b,2.51,6.85,8.59656,1001.0,238.0,5875.0,1.236,1.03,300.64,14.8759777,4.2277722,Transit,2018
K2-220 b,2.37,6.21,13.68186,761.0,79.7,5612.0,1.026,0.91,233.514,12.7700071,9.5167694,Transit,2018
Kepler-1314 b,5.11,22.9,5.424749281,625.0,36.05,4188.0,0.59,0.6,141.98685057,294.2373599,45.1968274,Transit,2016
Kepler-1932 b,1.51482218,2.91,0.524177015,1891.0,2799.9,5278.0,0.815,0.911,713.733,285.3314903,41.0638435,Transit,2021
HD 90156 b,4.43,17.98,49.77,,,5599.0,0.920286,0.84,21.9496,155.9801144,-29.645103,Radial Velocity,2009
TOI-6008 b,1.03,4.0,0.8574347,707.0,41.5,3075.0,0.242,0.23,23.1008,310.4487344,49.6468992,Transit,2024
Kepler-856 b,9.3,63.3,8.027680595,824.0,153.497,5535.0,0.93,0.96,1351.17,289.6038379,46.3149097,Transit,2016
NGTS-3 A b,16.58932,756.4354,1.6753728,1434.44,1000.5679,5600.0,0.93,1.017,743.972,94.4447595,-35.706364,Transit,2018
TOI-1601 b,14.19902343,387.0,5.33175,1493.97,1071.42,5982.0,2.195,1.5055,336.608,38.361569,41.0134321,Transit,2021
Kepler-666 b,2.4,6.35,4.49876092,1133.0,575.644,5887.0,1.05,1.03,1508.71,298.4568899,48.7915925,Transit,2016
Kepler-30 b,3.9,11.3,29.33434,524.0,16.379,5498.0,0.95,0.99,914.221,285.2836483,38.9472625,Transit,2012
Kepler-388 b,0.81,0.457,3.173315,830.0,112.21,4498.0,0.586,0.635,425.0,284.8280577,44.6086451,Transit,2014
HD 212771 b,13.3,759.6137,380.7,,,5003.0,5.27,1.56,111.155,336.762413,-17.2641046,Radial Velocity,2009
Kepler-1216 b,1.39,2.51,4.37034536,1191.0,415.553,5743.0,0.98,0.99,1258.36,287.4052661,45.917979,Transit,2016
HD 147018 c,12.7,2080.0,1008.0,,,5441.0,0.937948,0.927,40.4256,245.7490012,-61.6901291,Radial Velocity,2009
Kepler-55 c,2.21,69.8,42.1516418,349.0,3.84,4362.0,0.58,0.62,578.796,285.1683291,44.0264898,Transit,2012
Kepler-1754 b,2.43996509,6.53,8.195949554,672.0,48.2,4723.0,0.747,0.734,718.945,295.4570818,50.0771838,Transit,2021
TIC 4672985 b,11.5004142,4049.13390518,69.048,517.2,,5757.0,1.15,1.01,253.385,38.4706782,-10.6573827,Transit,2024
Kepler-1387 b,0.93,0.749,2.279526656,1123.0,300.312,5046.0,0.77,0.82,455.358,292.4403029,43.2093456,Transit,2016
KMT-2018-BLG-1988L b,2.22,5.56,,,,,,0.47,4150.0,265.2825417,-35.5947,Microlensing,2022
Kepler-416 c,2.352,6.13,12.209,791.0,93.072,5718.0,1.075,1.0,690.819,291.5569554,39.2272923,Transit Timing Variations,2014
Kepler-394 b,1.6,3.19,8.005013,1035.0,164.78,6402.0,1.132,0.87,1058.72,296.3019792,50.6723115,Transit,2014
Kepler-608 b,3.64,12.9,6.412515037,1069.0,270.162,5820.0,1.01,1.0,946.683,293.882901,44.6380717,Transit,2016
Kepler-842 b,1.6,3.19,1.21956827,1252.0,588.95,4848.0,0.73,0.78,532.726,292.3285976,49.6535171,Transit,2016
Kepler-185 c,2.02,4.74,20.729042,530.0,16.029,5208.0,0.806,0.763,466.735,282.4681674,43.8899464,Transit,2014
HD 86081 b,13.6,470.3884,2.1378431,,,5939.0,1.46,1.21,103.936,149.0243714,-3.8083543,Radial Velocity,2006
Kepler-714 b,9.67,67.6,8.098887986,986.0,484.006,5995.0,1.12,1.09,2083.37,282.6994685,43.2727437,Transit,2016
HD 81817 c,12.0,7185.78245386,622.97802,,,4140.0,83.8,4.3,269.126,144.2715659,81.3263096,Radial Velocity,2022
Kepler-1199 b,1.15,1.6,15.0447198,931.0,131.7,5889.0,1.17,0.94,563.493,293.7258092,47.2469219,Transit,2016
Kepler-1322 c,2.15492527,5.29,6.459980011,883.0,144.06,5704.0,0.804,0.897,1350.32,293.2045009,45.4353919,Transit,2021
Kepler-268 c,3.38,11.4,83.446393,471.0,13.662,6081.0,1.274,1.109,851.87,291.9761559,38.0550327,Transit,2014
K2-217 b,3.57854073,12.5,14.074524,,,5967.0,1.333718,1.102661,381.878,11.2983678,6.4815879,Transit,2018
Kepler-1254 b,1.55,3.02,9.99113313,660.0,33.978,4985.0,0.75,0.78,622.818,285.1733174,48.7700099,Transit,2016
HAT-P-44 c,13.0,1271.3,872.2,,,5295.0,0.949,0.942,347.85,213.1438604,47.0147826,Radial Velocity,2014
Kepler-1389 b,1.77,3.78,99.2530951,300.0,1.871,5078.0,0.74,0.81,497.093,285.7174414,44.7583487,Transit,2016
Kepler-167 c,1.674,3.44,7.406106,771.0,61.175,4884.0,0.749,0.777,341.908,292.6585253,38.3455558,Transit,2014
Kepler-764 b,1.64,3.33,7.33683936,875.0,160.457,5557.0,0.89,0.92,1047.84,297.3931183,47.1645814,Transit,2016
HATS-53 b,15.02006,189.10885,3.8537768,1312.0,471.61,5644.0,1.101,0.964,585.77,176.628323,-33.8600764,Transit,2017
Kepler-11 b,1.8,1.9,10.3039,849.0,146.36,5663.0,1.065,0.961,646.346,297.1150949,41.9091092,Transit,2010
Kepler-30 d,8.8,23.1,143.34394,308.0,1.962,5498.0,0.95,0.99,914.221,285.2836483,38.9472625,Transit,2012
WASP-43 b,10.424,565.714,0.813475,1426.7,680.8953,4400.0,0.6,0.58,86.7467,154.9081869,-9.8064431,Transit,2011
Kepler-511 b,6.35,33.1,296.637865,332.0,4.208,5770.0,1.2,1.0,651.999,282.9455384,47.5749181,Transit,2016
Kepler-1286 b,2.15,5.27,11.25402929,888.0,151.77,5753.0,0.98,1.0,1354.46,280.2583709,43.8357433,Transit,2016
OGLE-2017-BLG-0482L b,2.95,9.0,,,,,,0.2,5800.0,269.048889,-30.5283604,Microlensing,2018
Kepler-611 b,1.65,3.36,2.437033302,1513.0,1825.301,5761.0,1.01,1.01,1395.56,286.0049121,45.4803043,Transit,2016
Kepler-1088 b,1.42,2.6,23.12748644,667.0,44.887,5975.0,1.08,1.08,280.629,281.5614578,42.4504087,Transit,2016
HD 204313 c,4.31,17.16273398,34.95875,,,5767.0,1.1,1.03,47.7945,322.0510568,-21.7274194,Radial Velocity,2015
Kepler-11 g,3.33,25.0,118.3807,376.0,5.65,5663.0,1.065,0.961,646.346,297.1150949,41.9091092,Transit,2010
K2-32 e,1.212,2.1,4.34934,1066.0,,5271.0,0.86,0.83,157.682,252.426008,-19.5430504,Transit,2019
K2-24 b,5.4,19.0,20.88977,686.0,52.0,5625.0,1.16,1.07,170.562,242.5734559,-24.9906029,Transit,2016
K2-265 b,1.70824866,7.3418362,2.36902,1366.0,592.0,5420.0,0.92,0.901,138.671,342.0316493,-14.4947789,Transit,2018
K2-121 b,7.16,51.0,5.185738,716.0,62.5,4526.0,0.675,0.71,169.398,126.9366624,17.5793267,Transit,2017
Kepler-1681 b,2.55321772,7.05,69.8956,442.0,5.33,5756.4,0.759,0.893,758.3,296.6972773,46.3716969,Transit,2020
Kepler-11 c,2.87,2.9,13.0241,786.0,107.224,5663.0,1.065,0.961,646.346,297.1150949,41.9091092,Transit,2010
Kepler-66 b,2.8,8.25,17.815815,699.0,62.845,5962.0,0.966,1.038,1202.96,293.9815378,46.687728,Transit,2013
HD 150706 b,13.3,772.32302901,5894.0,,,5961.0,0.96,1.17,28.2697,247.8255687,79.7894032,Radial Velocity,2012
Kepler-1646 b,1.23,2.04,4.48558383,365.0,4.2,3299.0,0.26,0.24,127.591,287.5264859,42.9129356,Transit,2016
Kepler-59 c,1.98,3.81,17.9801235,752.0,107.741,6074.0,0.94,1.04,1163.22,287.0394932,46.6401677,Transit,2012
Kepler-354 c,1.31,2.27,16.934402,508.0,14.404,4648.0,0.674,0.652,554.064,285.7515347,41.3356739,Transit,2014
Kepler-305 c,3.3,6.0,8.291,728.0,65.1,5080.0,0.8,0.76,868.477,299.2242557,40.343167,Transit,2013
Kepler-1981 b,9.23,62.5,453.54212,390.0,5.45,5874.0,3.006,1.519,659.395,287.9754691,38.7402988,Transit,2023
HD 222076 b,13.5,495.8148,871.0,,,4806.0,4.1,1.07,91.1538,354.531982,-70.9032461,Radial Velocity,2016
Kepler-703 b,8.2,51.1,4.583521756,1038.0,373.108,6185.0,1.27,1.18,1156.83,299.1868586,41.742699,Transit,2016
Kepler-11 d,3.12,7.3,22.6845,653.0,51.115,5663.0,1.065,0.961,646.346,297.1150949,41.9091092,Transit,2010
Kepler-11 e,4.19,8.0,31.9996,582.0,32.34,5663.0,1.065,0.961,646.346,297.1150949,41.9091092,Transit,2010
Barnard e,0.637,0.193,6.7392,340.0,,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808,Radial Velocity,2025
HD 235088 b,1.982,4.15,7.4341325,805.0,70.0,5075.0,0.772,0.849,41.1706,300.6154535,53.3774418,Transit,2023
Kepler-54 c,1.23,0.7,12.0717249,395.0,3.07,3705.0,0.5,0.51,271.701,294.7739245,43.0561976,Transit,2012
Kepler-59 b,1.1,4.1,11.8681707,864.0,187.51,6074.0,0.94,1.04,1163.22,287.0394932,46.6401677,Transit,2012
Kepler-635 b,2.64,7.46,23.44971004,802.0,193.927,6174.0,1.51,1.33,1141.08,289.7732613,40.8007019,Transit,2016
WASP-22 b,13.78707,212.9461,3.53269,1502.0,837.7034,6000.0,1.24,1.46,317.652,52.8180374,-23.8197924,Transit,2010
Kepler-1474 b,2.16,5.31,36.4333452,561.0,21.392,5870.0,1.04,1.04,1180.9,294.6940261,45.866809,Transit,2016
Kepler-485 b,14.41,,3.243259796,1243.0,622.014,5958.0,1.09,1.07,1140.95,294.9963415,50.4700458,Transit,2016
2MASS J02192210-3925225 b,16.14096,4417.837,,,,3064.0,0.281,0.108,40.08964117,34.8427046,-39.4230767,Imaging,2015
Kepler-30 c,12.3,640.0,60.323105,411.0,6.217,5498.0,0.95,0.99,914.221,285.2836483,38.9472625,Transit,2012
WASP-52 b,14.24,146.2,1.7497798,1315.0,605.7625,5000.0,0.79,0.87,174.818,348.4947931,8.7610793,Transit,2012
Kepler-1614 b,1.49,2.83,3.9466141,981.0,276.373,5121.0,0.76,0.79,1191.19,284.8713893,49.7758867,Transit,2016
Kepler-879 b,2.57,7.13,33.3855938,580.0,29.128,5792.0,1.02,1.02,802.672,295.8065515,50.9097521,Transit,2016
Kepler-1641 b,3.11,9.85,19.672266,908.0,82.828,6152.0,1.19,1.12,860.37,296.359456,41.5745321,Transit,2016
Kepler-419 b,10.8,794.5,69.7546,613.0,37.416,6430.0,1.74,1.39,1011.36,295.4179125,51.1847629,Transit,2014
Kepler-419 c,12.6,2320.1,675.47,,,6430.0,1.74,1.39,1011.36,295.4179125,51.1847629,Transit Timing Variations,2014
Kepler-1388 c,2.26,5.73,5.53608151,566.0,51.044,4098.0,0.61,0.63,453.795,283.3360156,47.1744499,Transit,2016
TOI-784 b,1.93,9.67,2.7970365,1256.0,413.894,5558.0,0.907,0.91,64.5997,159.3412205,-63.6556923,Transit,2023
bet Pic b,18.49485,3727.8093857,8617.50952,1612.0,,8038.68,1.54416,1.795,19.7442,86.8212337,-51.066148,Imaging,2008
HD 4113 b,13.5,541.26177712,526.5239,,,5688.0,1.077514,1.008,41.8727,10.8027515,-37.9831248,Radial Velocity,2007
TRAPPIST-1 b,1.116,1.374,1.510826,397.6,4.153,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2016
TRAPPIST-1 c,1.097,1.308,2.421937,339.7,2.214,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2016
TRAPPIST-1 d,0.788,0.388,4.049219,286.2,1.115,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2016
TRAPPIST-1 e,0.92,0.692,6.101013,249.7,0.646,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2017
TRAPPIST-1 f,1.045,1.039,9.20754,217.7,0.373,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2017
TRAPPIST-1 g,1.129,1.321,12.352446,197.3,0.252,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2017
TRAPPIST-1 h,0.755,0.326,18.772866,171.7,0.144,2566.0,0.1192,0.0898,12.42988881,346.6263919,-5.0434618,Transit,2017
bet Pic c,12.5,3222.46221857,1192.77951,1250.0,,8038.68,1.54416,1.795,19.7442,86.8212337,-51.066148,Radial Velocity,2019
TIC 257060897 b,17.26183028,201.50321004,3.66003639,1775.0,1804.5549,5993.0,1.863,1.187,505.703,227.5321527,72.7103128,Transit,2021
TOI-2141 b,3.147,20.1,18.261608,728.0,47.3,5635.0,0.95,0.896,77.682,258.7623456,18.3403449,Transit,2023
TOI-2141 c,2.35,6.14,5.4624,1095.0,241.0,5635.0,0.95,0.896,77.682,258.7623456,18.3403449,Radial Velocity,2025
TOI-2141 d,3.97,14.9,60.45,491.4,9.8,5635.0,0.95,0.896,77.682,258.7623456,18.3403449,Radial Velocity,2025
Kepler-32 b,2.2,1303.0,5.90124,514.0,22.025,3900.0,0.53,0.58,323.847,297.8423073,46.5743595,Transit,2011
KOI-94 e,6.56,35.0,54.32031,584.0,29.7,6182.0,1.52,1.277,477.052,297.3330716,41.8911186,Transit,2013
Kepler-1350 b,2.52,6.9,4.4968604,535.0,27.176,3827.0,0.53,0.55,340.691,288.250611,46.6794847,Transit,2016
Kepler-44 b,12.22,317.82,3.2467293,1544.0,1109.223,5800.0,1.35,1.12,1188.0,300.1023512,45.7621918,Transit,2011
HD 93385 c,2.56,7.1,13.18,,,5977.0,1.18484,1.04,43.3475,161.5627065,-41.464604,Radial Velocity,2021
Kepler-610 c,3.3,10.9,151.86392,318.0,2.297,5943.0,1.13,1.1,845.824,293.1713241,45.0655934,Transit,2016
Kepler-290 d,0.86,0.566,0.764017553,1589.0,1503.79,5142.0,0.755,0.84,694.627,286.4100307,42.6815137,Transit,2023
